internship_title,internship_company,required_skills,internship_location,required_education,Stipend,mode,duration
Structural Engineer,KNR CONSTRUCTIONS LIMITED,"Safety Management, Surveying, Civil Engineering, Project Management",Remote,MBA,"4,503.00",hybrid,8 months
Financial Analyst,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,"Wealth Management, Risk Management",Chennai,PhD,"8,238.00",online,6 months
DevOps Engineer,YARDI SOFTWARE INDIA PRIVATE LIMITED,"Cybersecurity, Machine Learning",Delhi,B.Tech,"8,160.00",in-person,7 months
Reservoir Engineer,INOX AIR PRODUCTS PRIVATE LIMITED,"Safety Compliance, Field Operations",Bangalore,PhD,"1,873.00",online,4 months
QA Engineer,EICHER MOTORS LIMITED,"Python, JavaScript",Bangalore,BBA,"9,840.00",in-person,2 months
Surveyor,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,"Construction Management, Quality Control",Pune,B.Tech,"1,613.00",hybrid,3 months
DevOps Engineer,ZEROIDA BROKING LIMITED,"DevOps, Cloud Computing",Remote,M.Sc,"9,147.00",in-person,10 months
IT Support,GENPACT INDIA PRIVATE LIMITED,"Machine Learning, SQL",Bangalore,B.Sc,"6,561.00",in-person,2 months
Reservoir Engineer,HPCL-MITTAL ENERGY LIMITED,"Geology, Pipeline Maintenance, Reservoir Engineering",Chennai,MBA,"4,056.00",hybrid,11 months
Maintenance Engineer,NUCLEAR POWER CORPORATION OF INDIA LIMITED,"Electrical Engineering, Transmission, Grid Management, Maintenance",Remote,MBA,"6,076.00",in-person,8 months
Surveyor,TUBE INVESTMENTS OF INDIA LIMITED,"Exploration, Geology, Mineral Processing",Chennai,MBA,"4,312.00",online,12 months
Sales Executive,EMAMI LIMITED,"Brand Management, Sales, Marketing, Retail Management",Remote,MBA,"4,907.00",hybrid,10 months
Machine Learning Engineer,KIRAN GEMS PRIVATE LIMITED,"JavaScript, Java, Python",Kolkata,BA,"3,147.00",online,7 months
Petroleum Engineer,INDIAN OIL CORPORATION LIMITED,"Geology, Drilling Operations",Delhi,BCA,"8,912.00",in-person,12 months
IT Support,HERO MOTOCORP LIMITED,"JavaScript, Data Analysis",Remote,MBA,"1,636.00",hybrid,2 months
Data Analyst,FINOLEX CABLES LIMITED,"Python, Cloud Computing",Bangalore,B.Sc,"9,342.00",hybrid,5 months
Data Analyst,BALRAMPUR CHINI MILLS LTD,"Cybersecurity, JavaScript, Machine Learning, DevOps",Remote,BCA,"3,593.00",online,8 months
Web Developer,ATRIA CONVERGENCE TECHNOLOGIES LIMITED,"Cybersecurity, SQL",Delhi,B.Sc,"5,819.00",online,10 months
Safety Officer,INDRAPRASTHA GAS LIMITED,"Pipeline Maintenance, Petroleum Engineering, Safety Compliance, Reservoir Engineering",Pune,BA,"3,065.00",in-person,6 months
Cloud Architect,SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED,"React, Data Analysis",Remote,B.Sc,"8,227.00",in-person,5 months
Ore Processing Technician,INDIAN METALS AND FERRO ALLOYS LTD.,"Safety Management, Mineral Processing, Exploration, Environmental Compliance",Hyderabad,BBA,"5,600.00",in-person,8 months
Risk Analyst,TATA AIG GENERAL INSURANCE COMPANY LIMITED,"Risk Management, Taxation",Pune,B.Tech,"2,366.00",hybrid,9 months
Grid Engineer,JSW ENERGY (BARMER) LIMITED,"Transmission, Thermal Power, Energy Efficiency",Chennai,BCA,"7,566.00",hybrid,5 months
Customer Support Engineer,INDUS TOWERS LIMITED,"Data Transmission, Wireless Communication",Kolkata,MBA,"2,386.00",online,8 months
Surveyor,ESSEL MINING & INDUSTRIES LTD.,"Ore Processing, Environmental Compliance, Surveying, Safety Management",Remote,B.Sc,"4,470.00",hybrid,2 months
Mining Engineer,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,"Exploration, Mineral Processing",Jaipur,BCA,"9,075.00",hybrid,10 months
Consumer Insights Analyst,USV PRIVATE LIMITED,"Supply Chain, Distribution, Product Development",Remote,B.Tech,"7,804.00",hybrid,5 months
Distribution Executive,UPL LIMITED,"Brand Management, Consumer Insights, Distribution, Marketing",Bangalore,B.Tech,"9,753.00",in-person,11 months
Distribution Executive,MONDELEZ INDIA FOODS PRIVATE LIMITED,"Consumer Insights, Sales, Marketing, Distribution",Delhi,M.Sc,"9,592.00",in-person,4 months
IT Support,KIRAN GEMS PRIVATE LIMITED,"DevOps, Data Analysis, Cloud Computing, Java",Jaipur,BA,"4,635.00",online,4 months
Civil Engineer,HEIDELBERGCEMENT INDIA LIMITED.,"Estimation, Project Management, Quality Control, Safety Management",Ahmedabad,B.Tech,"5,948.00",in-person,3 months
Cloud Architect,NATIONAL PAYMENTS CORPORATION OF INDIA,"Python, DevOps, Data Analysis",Remote,PhD,"4,137.00",in-person,5 months
QA Engineer,NOVATEUR ELECTRICAL & DIGITAL SYSTEMS PRIVATE LIMITED,"Java, JavaScript, React",Mumbai,M.Sc,"6,054.00",in-person,10 months
Web Developer,BAJAJ FINANCE LIMITED,"DevOps, Machine Learning",Remote,M.Sc,"3,237.00",in-person,3 months
Machine Learning Engineer,CORTEVA AGRISCIENCE SEEDS PRIVATE LIMITED,"Java, Cloud Computing, Machine Learning, DevOps",Ahmedabad,PhD,"6,103.00",online,8 months
Credit Analyst,TATA AIG GENERAL INSURANCE COMPANY LIMITED,"Financial Analysis, Risk Management, Investment Banking",Remote,BA,"9,133.00",online,11 months
Cloud Architect,SBI CARDS AND PAYMENT SERVICES LIMITED,"JavaScript, Java",Mumbai,M.Sc,"3,395.00",in-person,2 months
Design Engineer,THDC INDIA LIMITED,"Power Plant Operations, Thermal Power, Renewable Energy",Delhi,MBA,"5,039.00",in-person,6 months
Software Developer,IIFL HOME FINANCE LIMITED,"JavaScript, Java, SQL, DevOps",Bangalore,B.Tech,"8,863.00",hybrid,7 months
Web Developer,TVS MOTOR COMPANY LIMITED,"JavaScript, Data Analysis, Cloud Computing, React",Hyderabad,B.Sc,"7,135.00",hybrid,9 months
Retail Manager,GILLETTE INDIA LIMITED,"Consumer Insights, Distribution, Marketing, Retail Management",Chennai,BCA,"9,966.00",online,4 months
IT Support,EICHER MOTORS LIMITED,"Python, Data Analysis",Chennai,BBA,"8,242.00",hybrid,12 months
Surveyor,MSPL LIMITED,"Estimation, Structural Design",Jaipur,MBA,"7,988.00",in-person,10 months
QA Engineer,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,"Data Analysis, Python, React",Pune,M.Sc,"3,490.00",hybrid,5 months
Web Developer,AMERICAN EXPRESS(INDIA) PRIVATE LIMITED,"DevOps, Cybersecurity, Java",Delhi,Diploma,"9,420.00",in-person,8 months
Risk Analyst,THE KARNATAKA BANK LIMITED,"Financial Analysis, Risk Management, Wealth Management, Financial Modeling",Mumbai,M.Sc,"6,313.00",hybrid,12 months
Site Engineer,DEEPAK NITRITE LIMITED,"Project Management, Civil Engineering, Safety Management",Lucknow,Diploma,"6,213.00",hybrid,8 months
RF Engineer,VODAFONE IDEA LIMITED,"Network Engineering, Wireless Communication, 5G Technology, IoT",Mumbai,B.Com,"7,772.00",online,10 months
Safety Officer,INDIAN METALS AND FERRO ALLOYS LTD.,"Surveying, Mining Engineering",Remote,BA,"7,336.00",in-person,5 months
Structural Engineer,K.P.R. MILL LIMITED,"Construction Management, Estimation",Hyderabad,BA,"4,311.00",hybrid,6 months
Safety Officer,PATAKA INDUSTRIES PRIVATE LIMITED,"Estimation, Surveying, Civil Engineering, Structural Design",Mumbai,B.Tech,"7,676.00",online,10 months
Machine Learning Engineer,BAGMANE DEVELOPERS PRIVATE LIMITED,"Cloud Computing, Data Analysis, Python",Kolkata,B.Sc,"8,676.00",in-person,2 months
Civil Engineer,AARTI INDUSTRIES LTD,"Civil Engineering, Surveying, Project Management, Construction Management",Delhi,BCA,"3,456.00",hybrid,6 months
Data Analyst,SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED,"Data Analysis, Cloud Computing, Machine Learning, React",Chennai,PhD,"3,356.00",online,8 months
IT Support,KIRAN GEMS PRIVATE LIMITED,"DevOps, Data Analysis, Cloud Computing, Java",Jaipur,BA,"3,971.00",online,10 months
Civil Engineer,NCC LIMITED,"Surveying, Construction Management, Estimation, Civil Engineering",Delhi,BBA,"2,044.00",hybrid,6 months
Maintenance Engineer,NUCLEAR POWER CORPORATION OF INDIA LIMITED,"Electrical Engineering, Transmission, Grid Management, Maintenance",Remote,MBA,"8,555.00",online,10 months
Supply Chain Analyst,PI INDUSTRIES LIMITED,"Supply Chain, Retail Management, Marketing, Distribution",Lucknow,BA,"4,207.00",online,12 months
Data Analyst,FINOLEX CABLES LIMITED,"Python, Cloud Computing",Bangalore,B.Sc,"4,831.00",hybrid,5 months
Maintenance Engineer,TORRENT POWER LIMITED,"Electrical Engineering, Grid Management",Lucknow,B.Sc,"4,016.00",hybrid,2 months
Software Developer,CYIENT LIMITED,"Cybersecurity, SQL, Data Analysis, Python",Lucknow,PhD,"3,928.00",in-person,12 months
IT Support,INFOSYS LIMITED,"SQL, DevOps, Cloud Computing, Cybersecurity",Ahmedabad,B.Com,"4,482.00",online,2 months
Civil Engineer,GHCL LIMITED,"Project Management, Civil Engineering, Structural Design, Surveying",Chennai,BCA,"2,930.00",online,12 months
Web Developer,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,"JavaScript, React",Kolkata,M.Sc,"6,798.00",hybrid,7 months
Brand Manager,FRIGORIFICO ALLANA PRIVATE LIMITED,"Distribution, Product Development, Supply Chain, Marketing",Remote,MBA,"5,017.00",in-person,8 months
Machine Learning Engineer,ADITYA BIRLA FINANCE LIMITED,"Cybersecurity, DevOps, JavaScript, Cloud Computing",Mumbai,B.Tech,"6,483.00",online,2 months
Petroleum Engineer,ADANI TOTAL GAS LIMITED,"Geology, Field Operations, Pipeline Maintenance",Lucknow,MBA,"8,814.00",in-person,4 months
Retail Manager,LAURUS LABS LIMITED,"Product Development, Retail Management",Kolkata,MBA,"4,565.00",hybrid,6 months
Software Developer,FIDELITY BUSINESS SERVICES INDIA PRIVATE LIMITED,"Cybersecurity, Machine Learning, Cloud Computing",Mumbai,BA,"8,142.00",hybrid,5 months
Process Engineer,OIL AND NATURAL GAS CORPORATION LIMITED,"Field Operations, Safety Compliance, Reservoir Engineering, Petroleum Engineering",Jaipur,PhD,"1,667.00",online,11 months
Treasury Analyst,TAMILNAD MERCANTILE BANK LIMITED,"Financial Modeling, Financial Analysis, Risk Management, Investment Banking",Remote,MBA,"2,953.00",online,11 months
Brand Manager,SHARDA CROPCHEM LIMITED,"Sales, Retail Management, Marketing, Supply Chain",Delhi,Diploma,"4,481.00",hybrid,5 months
Construction Manager,GHARDA CHEMICALS LIMITED,"Safety Management, Quality Control",Jaipur,BA,"7,377.00",hybrid,3 months
QA Engineer,HDB FINANCIAL SERVICES LIMITED,"Java, Python, Machine Learning, Cybersecurity",Kolkata,B.Sc,"8,228.00",hybrid,8 months
DevOps Engineer,LTIMINDTREE LIMITED,"React, Java",Remote,Diploma,"8,927.00",online,3 months
Data Analyst,WIPRO LIMITED,"Python, Machine Learning, JavaScript, DevOps",Hyderabad,Diploma,"5,852.00",hybrid,5 months
Safety Officer,IRCON INTERNATIONAL LIMITED,"Project Management, Structural Design, Estimation",Jaipur,B.Tech,"5,036.00",online,11 months
Machine Learning Engineer,CUMMINS INDIA LIMITED,"Java, DevOps",Pune,BCA,"8,805.00",in-person,10 months
IT Support,JAQUAR AND COMPANY PRIVATE LIMITED,"Cybersecurity, Data Analysis, Machine Learning",Jaipur,BCA,"7,223.00",in-person,11 months
Machine Learning Engineer,PIRAMAL CAPITAL & HOUSING FINANCE LIMITED,"React, SQL",Bangalore,BCA,"6,894.00",online,7 months
Software Developer,BOSCH GLOBAL SOFTWARE TECHNOLOGIES PRIVATE LIMITED,"Cloud Computing, Machine Learning, React",Kolkata,B.Sc,"7,296.00",online,7 months
Software Developer,SUPER CASSETTES INDUSTRIES PRIVATE LIMITED,"Data Analysis, Cloud Computing, Java",Delhi,M.Sc,"9,322.00",hybrid,7 months
Cloud Architect,KANSAI NEROLAC PAINTS LIMITED,"Java, JavaScript",Lucknow,BBA,"4,170.00",hybrid,3 months
Consumer Insights Analyst,SERUM INSTITUTE LIFE SCIENCES PRIVATE LIMITED,"Consumer Insights, Distribution, Product Development, Marketing",Pune,B.Sc,"5,134.00",online,12 months
QA Engineer,KOTAK SECURITIES LIMITED,"React, DevOps",Bangalore,Diploma,"4,934.00",in-person,7 months
Retail Manager,LUPIN LIMITED,"Consumer Insights, Brand Management, Retail Management, Product Development",Chennai,BA,"6,448.00",online,4 months
Machine Learning Engineer,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED,"Data Analysis, Machine Learning, React",Mumbai,BBA,"9,493.00",hybrid,7 months
IT Support,GENPACT INDIA PRIVATE LIMITED,"Machine Learning, SQL",Bangalore,B.Sc,"8,436.00",in-person,12 months
Software Developer,CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED,"Python, Java, Cybersecurity, Cloud Computing",Remote,BCA,"7,196.00",in-person,4 months
Project Engineer,THDC INDIA LIMITED,"Electrical Engineering, Renewable Energy, Power Plant Operations",Chennai,B.Com,"8,183.00",in-person,3 months
Data Analyst,INFO EDGE (INDIA) LIMITED,"Data Analysis, DevOps, Cybersecurity",Chennai,Diploma,"7,490.00",hybrid,10 months
Site Engineer,APCO INFRATECH PRIVATE LIMITED,"Civil Engineering, Quality Control, Safety Management, Surveying",Lucknow,BBA,"5,644.00",in-person,8 months
Product Manager,JOHNSON & JOHNSON PRIVATE LIMITED,"Marketing, Brand Management, Consumer Insights",Bangalore,BA,"9,789.00",in-person,5 months
DevOps Engineer,TAFE MOTORS AND TRACTORS LIMITED,"JavaScript, Cloud Computing",Kolkata,Diploma,"5,567.00",online,9 months
Mineral Processing Engineer,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,"Surveying, Exploration, Environmental Compliance, Ore Processing",Ahmedabad,B.Com,"6,838.00",hybrid,7 months
Web Developer,PNB HOUSING FINANCE LIMITED,"Machine Learning, Java, React",Mumbai,BA,"7,361.00",online,12 months
Sales Executive,PATANJALI FOODS LIMITED,"Retail Management, Brand Management, Supply Chain",Pune,BBA,"7,501.00",hybrid,10 months
Mining Engineer,BHARAT ALUMINIUM CO LTD,"Ore Processing, Mining Engineering, Mineral Processing, Safety Management",Bangalore,PhD,"6,020.00",in-person,8 months
IT Support,BA CONTINUUM INDIA PRIVATE LIMITED,"SQL, React, Machine Learning, JavaScript",Bangalore,B.Sc,"7,525.00",hybrid,3 months
Software Developer,BERGER PAINTS INDIA LIMITED,"DevOps, React",Chennai,M.Sc,"3,842.00",online,8 months
Treasury Analyst,RBL BANK LIMITED,"Auditing, Taxation",Remote,PhD,"8,940.00",hybrid,12 months
IT Support,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,"Cloud Computing, Python, Cybersecurity",Lucknow,B.Com,"9,297.00",hybrid,8 months
DevOps Engineer,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,"Java, React, Machine Learning, Cloud Computing",Lucknow,BA,"3,902.00",in-person,11 months
Retail Manager,GODREJ CONSUMER PRODUCTS LIMITED,"Supply Chain, Marketing, Product Development, Consumer Insights",Jaipur,Diploma,"1,522.00",in-person,4 months
Machine Learning Engineer,WHIRLPOOL OF INDIA LIMITED,"Cybersecurity, SQL",Delhi,BCA,"2,399.00",in-person,12 months
Sales Executive,ITC LIMITED,"Product Development, Retail Management",Mumbai,BCA,"2,579.00",in-person,10 months
Product Manager,JOHNSON & JOHNSON PRIVATE LIMITED,"Marketing, Brand Management, Consumer Insights",Bangalore,BA,"6,863.00",hybrid,11 months
Environmental Officer,TATA STEEL LIMITED,"Geology, Ore Processing",Pune,BBA,"2,164.00",online,7 months
QA Engineer,HCL TECHNOLOGIES LIMITED,"Cloud Computing, JavaScript",Bangalore,M.Sc,"8,856.00",online,5 months
Surveyor,CATERPILLAR INDIA PRIVATE LIMITED,"Quality Control, Civil Engineering, Surveying, Estimation",Kolkata,BA,"8,683.00",in-person,6 months
Safety Officer,HINDALCO INDUSTRIES LIMITED,"Environmental Compliance, Ore Processing, Safety Management",Delhi,BA,"8,650.00",online,2 months
IT Support,ENDURANCE TECHNOLOGIES LIMITED,"Java, SQL, Python, JavaScript",Kolkata,MBA,"9,628.00",in-person,7 months
Project Engineer,DEEPAK NITRITE LIMITED,"Estimation, Civil Engineering, Structural Design",Remote,B.Tech,"9,583.00",in-person,8 months
Machine Learning Engineer,WNS GLOBAL SERVICES PRIVATE LIMITED,"React, Java, JavaScript",Lucknow,PhD,"8,897.00",in-person,5 months
Project Engineer,IRCON INTERNATIONAL LIMITED,"Estimation, Safety Management, Construction Management, Civil Engineering",Lucknow,Diploma,"9,283.00",hybrid,2 months
Software Developer,CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS PRIVATE LIMITED,"DevOps, JavaScript, Data Analysis, Cloud Computing",Bangalore,BBA,"4,773.00",online,10 months
Machine Learning Engineer,CAN FIN HOMES LIMITED,"Cloud Computing, DevOps, Data Analysis",Jaipur,MBA,"3,391.00",in-person,12 months
Grid Engineer,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,"Renewable Energy, Grid Management",Delhi,M.Sc,"3,938.00",online,6 months
IT Support,JAQUAR AND COMPANY PRIVATE LIMITED,"Cybersecurity, Data Analysis, Machine Learning",Jaipur,BCA,"2,615.00",online,7 months
Thermal Engineer,TANJORE POWER LIMITED,"Maintenance, Thermal Power, Renewable Energy",Remote,MBA,"7,483.00",in-person,4 months
Distribution Executive,MONDELEZ INDIA FOODS PRIVATE LIMITED,"Consumer Insights, Sales, Marketing, Distribution",Delhi,M.Sc,"6,502.00",hybrid,10 months
DevOps Engineer,ENDURANCE TECHNOLOGIES LIMITED,"Python, Cloud Computing, SQL, Data Analysis",Hyderabad,PhD,"9,047.00",online,6 months
DevOps Engineer,AMARA RAJA ENERGY & MOBILITY LIMITED,"React, Python, Cybersecurity, Java",Ahmedabad,PhD,"7,012.00",online,6 months
DevOps Engineer,TAFE MOTORS AND TRACTORS LIMITED,"Python, JavaScript, Java, Cybersecurity",Pune,B.Sc,"4,809.00",in-person,2 months
IT Support,INTERNATIONAL TRACTORS LIMITED,"Java, DevOps, React, Cybersecurity",Kolkata,B.Com,"3,532.00",online,5 months
Risk Analyst,TAMILNAD MERCANTILE BANK LIMITED,"Financial Modeling, Taxation",Pune,MBA,"8,689.00",in-person,12 months
Web Developer,ENDURANCE TECHNOLOGIES LIMITED,"Cybersecurity, DevOps, Cloud Computing",Mumbai,B.Tech,"4,655.00",online,3 months
Web Developer,REC LIMITED,"Python, Machine Learning",Lucknow,M.Sc,"8,748.00",in-person,10 months
Quality Engineer,APPLE INDIA PRIVATE LIMITED,"Circuit Design, Manufacturing",Ahmedabad,B.Sc,"2,617.00",in-person,7 months
Treasury Analyst,INDUSIND BANK LTD.,"Investment Banking, Accounting, Risk Management, Taxation",Kolkata,BCA,"6,895.00",hybrid,2 months
Construction Manager,SAINT-GOBAIN INDIA PRIVATE LIMITED,"Quality Control, Safety Management",Chennai,MBA,"1,972.00",in-person,12 months
IT Support,LTIMINDTREE LIMITED,"Data Analysis, Cybersecurity",Bangalore,BBA,"5,637.00",online,12 months
Supply Chain Analyst,RITES LIMITED,"Inventory Management, Logistics Planning, Distribution",Pune,BCA,"7,648.00",in-person,11 months
Quality Inspector,ENGINEERS INDIA LIMITED,"Project Management, Surveying, Construction Management",Ahmedabad,B.Sc,"3,223.00",hybrid,4 months
Consumer Insights Analyst,ZYDUS LIFESCIENCES LIMITED,"Distribution, Marketing, Sales",Lucknow,B.Tech,"7,194.00",online,12 months
Web Developer,HDFC SECURITIES LIMITED,"Python, JavaScript, React, DevOps",Chennai,PhD,"9,682.00",online,5 months
QA Engineer,STAR INDIA PRIVATE LIMITED,"Python, SQL, Cybersecurity, Java",Hyderabad,MBA,"9,643.00",online,4 months
Machine Learning Engineer,MARUTI SUZUKI INDIA LIMITED,"JavaScript, Machine Learning, Java, Python",Remote,B.Tech,"4,843.00",online,11 months
Software Developer,ORACLE INDIA PRIVATE LIMITED,"Python, DevOps, Data Analysis, Cloud Computing",Remote,PhD,"1,529.00",online,8 months
Power Plant Operator,POWER GRID CORPORATION OF INDIA LIMITED,"Grid Management, Maintenance",Kolkata,B.Com,"8,100.00",online,5 months
DevOps Engineer,JOHN DEERE INDIA PRIVATE LIMITED,"JavaScript, SQL, React, Cloud Computing",Bangalore,B.Com,"5,739.00",hybrid,12 months
Software Developer,IIFL HOME FINANCE LIMITED,"JavaScript, Java, SQL, DevOps",Bangalore,B.Tech,"6,746.00",online,8 months
Site Engineer,WONDER CEMENT LIMITED,"Civil Engineering, Structural Design",Ahmedabad,B.Sc,"5,977.00",in-person,7 months
Brand Manager,LUPIN LIMITED,"Marketing, Distribution, Sales",Kolkata,B.Tech,"1,897.00",in-person,12 months
Financial Analyst,SBI LIFE INSURANCE COMPANY LIMITED,"Risk Management, Auditing",Remote,PhD,"3,305.00",online,4 months
QA Engineer,RELIANCE INDUSTRIES LIMITED,"Cloud Computing, Data Analysis, JavaScript",Chennai,BBA,"8,084.00",hybrid,5 months
Safety Officer,KARNATAKA RURAL INFRASTRUCTURE DEVELOPMENT LIMITED,"Structural Design, Construction Management, Estimation",Delhi,B.Tech,"5,748.00",hybrid,5 months
Cloud Architect,KANSAI NEROLAC PAINTS LIMITED,"Java, JavaScript",Lucknow,BBA,"6,266.00",hybrid,2 months
Geologist,BIOP STEELS & POWER PRIVATE LIMITED,"Surveying, Ore Processing, Environmental Compliance",Remote,M.Sc,"9,190.00",hybrid,8 months
Web Developer,INFOSYS LIMITED,"Java, Data Analysis, React",Delhi,BCA,"5,125.00",online,12 months
Sales Executive,BHARAT BIOTECH INTERNATIONAL LIMITED,"Marketing, Supply Chain, Brand Management, Distribution",Mumbai,BA,"4,322.00",in-person,3 months
