candidate_skills,candidate_location,candidate_education,internship_title,internship_company,required_skills,internship_location,required_education
"Packaging, Brewing",Kolkata,B.Sc,Electronics Engineer,HP INDIA SALES PRIVATE LIMITED,"Manufacturing, Embedded Systems, R&D",Hyderabad,PhD
"Packaging, Brewing",Kolkata,B.Sc,Surveyor,FINOLEX INDUSTRIES LIMITED,"Quality Control, Safety Management, Surveying",Mumbai,BBA
"Packaging, Brewing",Kolkata,B.Sc,DevOps Engineer,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,"Python, React",Ahmedabad,BBA
"Packaging, Brewing",Kolkata,B.Sc,Data Analyst,NATIONAL STOCK EXCHANGE OF INDIA LTD.,"DevOps, Cloud Computing, Java",Pune,MBA
"Battery Design, Electrochemistry, Process Engineering, Quality Control, Supply Chain, Sales",Bangalore,Diploma,Project Engineer,POWER GRID CORPORATION OF INDIA LIMITED,"Renewable Energy, Energy Efficiency",Ahmedabad,PhD
"Battery Design, Electrochemistry, Process Engineering, Quality Control, Supply Chain, Sales",Bangalore,Diploma,Marketing Executive,MONDELEZ INDIA FOODS PRIVATE LIMITED,"Retail Management, Product Development, Sales",Kolkata,B.Sc
"Battery Design, Electrochemistry, Process Engineering, Quality Control, Supply Chain, Sales",Bangalore,Diploma,IT Support,INDIAN RAILWAY FINANCE CORPORATION LIMITED,"Python, Java, React, Cloud Computing",Jaipur,BA
"Battery Design, Electrochemistry, Process Engineering, Quality Control, Supply Chain, Sales",Bangalore,Diploma,Safety Officer,INDIAN METALS AND FERRO ALLOYS LTD.,"Surveying, Mining Engineering",Remote,BA
"Battery Design, Electrochemistry, Process Engineering, Quality Control, Supply Chain, Sales",Bangalore,Diploma,Software Developer,PNB HOUSING FINANCE LIMITED,"SQL, React",Jaipur,BBA
"Battery Design, Electrochemistry, Process Engineering, Quality Control, Supply Chain, Sales",Bangalore,Diploma,Geologist,BHUSHAN POWER & STEEL LIMITED,"Mining Engineering, Geology, Environmental Compliance",Bangalore,BA
"Battery Design, Electrochemistry, Process Engineering, Quality Control, Supply Chain, Sales",Bangalore,Diploma,IT Support,INFOSYS BPM LIMITED,"Python, Machine Learning, React",Remote,MBA
"Battery Design, Electrochemistry, Process Engineering, Quality Control, Supply Chain, Sales",Bangalore,Diploma,Cloud Architect,ASIAN PAINTS LIMITED,"Machine Learning, Python, JavaScript",Hyderabad,B.Sc
"Battery Design, Electrochemistry, Process Engineering, Quality Control, Supply Chain, Sales",Bangalore,Diploma,Civil Engineer,GHCL LIMITED,"Quality Control, Safety Management, Construction Management, Project Management",Bangalore,BBA
"Battery Design, Electrochemistry, Process Engineering, Quality Control, Supply Chain, Sales",Bangalore,Diploma,QA Engineer,ATLAS COPCO (INDIA) PRIVATE LIMITED,"JavaScript, Cloud Computing, Machine Learning, Cybersecurity",Jaipur,B.Com
"Quality Control, Mining Operations, Supply Chain, Retail Management, Scriptwriting, Video Editing, Event Management",Kolkata,B.Tech,Retail Manager,GLENMARK LIFE SCIENCES LIMITED,"Sales, Distribution",Hyderabad,B.Sc
"Quality Control, Mining Operations, Supply Chain, Retail Management, Scriptwriting, Video Editing, Event Management",Kolkata,B.Tech,Software Developer,L&T TECHNOLOGY SERVICES LIMITED,"Data Analysis, Machine Learning",Hyderabad,M.Sc
"Quality Control, Mining Operations, Supply Chain, Retail Management, Scriptwriting, Video Editing, Event Management",Kolkata,B.Tech,Hardware Engineer,HONEYWELL AUTOMATION INDIA LIMITED,"PCB Design, R&D, Quality Control, Circuit Design",Hyderabad,PhD
"Quality Control, Mining Operations, Supply Chain, Retail Management, Scriptwriting, Video Editing, Event Management",Kolkata,B.Tech,Machine Learning Engineer,KOTAK MAHINDRA PRIME LIMITED,"Cloud Computing, Machine Learning, Java",Ahmedabad,BBA
"Quality Control, Mining Operations, Supply Chain, Retail Management, Scriptwriting, Video Editing, Event Management",Kolkata,B.Tech,Structural Engineer,TRIDENT LIMITED,"Safety Management, Surveying, Quality Control, Estimation",Lucknow,Diploma
"Quality Control, Mining Operations, Supply Chain, Retail Management, Scriptwriting, Video Editing, Event Management",Kolkata,B.Tech,Civil Engineer,SHREE RAMKRISHNA EXPORTS PRIVATE LIMITED,"Project Management, Structural Design, Safety Management",Bangalore,BA
"Quality Control, Mining Operations, Supply Chain, Retail Management, Scriptwriting, Video Editing, Event Management",Kolkata,B.Tech,IT Support,EICHER MOTORS LIMITED,"Python, Data Analysis",Chennai,BBA
"Quality Control, Mining Operations, Supply Chain, Retail Management, Scriptwriting, Video Editing, Event Management",Kolkata,B.Tech,Sales Executive,PATANJALI FOODS LIMITED,"Retail Management, Brand Management, Supply Chain",Pune,BBA
"Quality Control, Mining Operations, Supply Chain, Retail Management, Scriptwriting, Video Editing, Event Management",Kolkata,B.Tech,Data Analyst,THE CLEARING CORPORATION OF INDIA LIMITED,"Java, Cloud Computing",Mumbai,MBA
"Quality Control, Mining Operations, Supply Chain, Retail Management, Scriptwriting, Video Editing, Event Management",Kolkata,B.Tech,Surveyor,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,"Mineral Processing, Geology, Surveying, Mining Engineering",Pune,BCA
"Rubber Technology, Research, Process Engineering, Testing",Mumbai,B.Com,IT Support,MPHASIS LIMITED,"DevOps, Python, SQL",Hyderabad,M.Sc
"Rubber Technology, Research, Process Engineering, Testing",Mumbai,B.Com,Consumer Insights Analyst,UNITED BREWERIES LIMITED,"Brand Management, Marketing, Sales",Bangalore,BCA
"Rubber Technology, Research, Process Engineering, Testing",Mumbai,B.Com,Web Developer,HDFC SECURITIES LIMITED,"React, Java, Cloud Computing, JavaScript",Lucknow,BA
"Rubber Technology, Research, Process Engineering, Testing",Mumbai,B.Com,Retail Manager,BRITANNIA INDUSTRIES LTD,"Marketing, Brand Management, Retail Management, Product Development",Mumbai,B.Tech
"Rubber Technology, Research, Process Engineering, Testing",Mumbai,B.Com,Data Analyst,SBI FUNDS MANAGEMENT LIMITED,"DevOps, Machine Learning",Bangalore,M.Sc
"Rubber Technology, Research, Process Engineering, Testing",Mumbai,B.Com,Machine Learning Engineer,SOBHA LIMITED,"JavaScript, SQL",Pune,MBA
"Rubber Technology, Research, Process Engineering, Testing",Mumbai,B.Com,IT Support,AMERICAN EXPRESS(INDIA) PRIVATE LIMITED,"Python, React",Ahmedabad,PhD
"Rubber Technology, Research, Process Engineering, Testing",Mumbai,B.Com,QA Engineer,STAR INDIA PRIVATE LIMITED,"React, Cloud Computing, Data Analysis, Cybersecurity",Mumbai,MBA
"Rubber Technology, Research, Process Engineering, Testing",Mumbai,B.Com,Civil Engineer,HEIDELBERGCEMENT INDIA LIMITED.,"Estimation, Project Management, Quality Control, Safety Management",Ahmedabad,B.Tech
"Rubber Technology, Research, Process Engineering, Testing",Mumbai,B.Com,Quality Inspector,AARTI INDUSTRIES LTD,"Structural Design, Project Management, Estimation",Mumbai,BCA
"Real Estate Development, Property Management, Investment Analysis, Circuit Design, R&D",Jaipur,BBA,QA Engineer,HCL TECHNOLOGIES LIMITED,"Cloud Computing, JavaScript",Bangalore,M.Sc
"Real Estate Development, Property Management, Investment Analysis, Circuit Design, R&D",Jaipur,BBA,IT Support,VENCO RESEARCH AND BREEDING FARM PRIVATE LIMITED,"JavaScript, Cybersecurity, Python, Machine Learning",Delhi,B.Sc
"Real Estate Development, Property Management, Investment Analysis, Circuit Design, R&D",Jaipur,BBA,Design Engineer,L G ELECTRONICS INDIA PRIVATE LIMITED,"Manufacturing, R&D, Electronics Design",Kolkata,BBA
"Real Estate Development, Property Management, Investment Analysis, Circuit Design, R&D",Jaipur,BBA,Civil Engineer,ASHOKA BUILDCON LIMITED,"Quality Control, Safety Management",Mumbai,B.Sc
"Real Estate Development, Property Management, Investment Analysis, Circuit Design, R&D",Jaipur,BBA,Credit Analyst,THE FEDERAL BANK LTD,"Investment Banking, Financial Modeling",Mumbai,BBA
"Real Estate Development, Property Management, Investment Analysis, Circuit Design, R&D",Jaipur,BBA,Production Engineer,BHARAT DYNAMICS LIMITED,"Manufacturing, Quality Control",Pune,M.Sc
"Real Estate Development, Property Management, Investment Analysis, Circuit Design, R&D",Jaipur,BBA,Quality Engineer,APPLE INDIA PRIVATE LIMITED,"Circuit Design, Manufacturing",Ahmedabad,B.Sc
"Real Estate Development, Property Management, Investment Analysis, Circuit Design, R&D",Jaipur,BBA,Quality Inspector,SHREE RAMKRISHNA EXPORTS PRIVATE LIMITED,"Civil Engineering, Construction Management, Structural Design",Ahmedabad,B.Tech
"Real Estate Development, Property Management, Investment Analysis, Circuit Design, R&D",Jaipur,BBA,Sales Executive,BHARAT BIOTECH INTERNATIONAL LIMITED,"Sales, Retail Management",Chennai,B.Sc
"Real Estate Development, Property Management, Investment Analysis, Circuit Design, R&D",Jaipur,BBA,Quality Inspector,THE SUPREME INDUSTRIES LIMITED,"Civil Engineering, Construction Management, Safety Management, Structural Design",Pune,BBA
"Molding, Processing, Design, Polymer Science",Lucknow,PhD,Distribution Executive,AVENUE SUPERMARTS LIMITED,"Brand Management, Supply Chain, Sales",Ahmedabad,B.Sc
"Molding, Processing, Design, Polymer Science",Lucknow,PhD,Data Analyst,SUNDARAM FINANCE LIMITED,"Python, DevOps, Machine Learning, JavaScript",Delhi,PhD
"Molding, Processing, Design, Polymer Science",Lucknow,PhD,Cloud Architect,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,"React, Java, Python, Cloud Computing",Mumbai,B.Com
"Molding, Processing, Design, Polymer Science",Lucknow,PhD,Risk Analyst,EQUITAS SMALL FINANCE BANK LIMITED,"Investment Banking, Wealth Management, Auditing, Financial Analysis",Lucknow,BCA
"Molding, Processing, Design, Polymer Science",Lucknow,PhD,Credit Analyst,EQUITAS SMALL FINANCE BANK LIMITED,"Risk Management, Auditing",Hyderabad,BA
"Molding, Processing, Design, Polymer Science",Lucknow,PhD,Data Analyst,VODAFONE IDEA LIMITED,"IoT, Wireless Communication, 5G Technology",Kolkata,B.Sc
"Molding, Processing, Design, Polymer Science",Lucknow,PhD,QA Engineer,MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED,"Cloud Computing, JavaScript, Python",Jaipur,PhD
"Molding, Processing, Design, Polymer Science",Lucknow,PhD,Retail Manager,GILLETTE INDIA LIMITED,"Consumer Insights, Distribution, Marketing, Retail Management",Chennai,BCA
"Molding, Processing, Design, Polymer Science",Lucknow,PhD,Machine Learning Engineer,ADITYA BIRLA FINANCE LIMITED,"Cybersecurity, DevOps, JavaScript, Cloud Computing",Mumbai,B.Tech
"Molding, Processing, Design, Polymer Science",Lucknow,PhD,Consumer Insights Analyst,YASHODA HEALTHCARE SERVICES PRIVATE LIMITED,"Consumer Insights, Product Development, Supply Chain, Distribution",Bangalore,MBA
"Testing, Welding, Naval Architecture, Project Management, Network Engineering, 5G Technology",Jaipur,B.Sc,QA Engineer,HDB FINANCIAL SERVICES LIMITED,"Java, Python, Machine Learning, Cybersecurity",Kolkata,B.Sc
"Testing, Welding, Naval Architecture, Project Management, Network Engineering, 5G Technology",Jaipur,B.Sc,Ore Processing Technician,NMDC LIMITED,"Safety Management, Mineral Processing",Kolkata,Diploma
"Testing, Welding, Naval Architecture, Project Management, Network Engineering, 5G Technology",Jaipur,B.Sc,Data Analyst,BAJAJ HOUSING FINANCE LIMITED,"DevOps, Python, Java, Data Analysis",Jaipur,B.Tech
"Testing, Welding, Naval Architecture, Project Management, Network Engineering, 5G Technology",Jaipur,B.Sc,Structural Engineer,HEIDELBERGCEMENT INDIA LIMITED.,"Quality Control, Safety Management, Structural Design",Ahmedabad,BCA
"Testing, Welding, Naval Architecture, Project Management, Network Engineering, 5G Technology",Jaipur,B.Sc,Data Analyst,SAMMAAN CAPITAL LIMITED,"Cybersecurity, Data Analysis",Lucknow,PhD
"Testing, Welding, Naval Architecture, Project Management, Network Engineering, 5G Technology",Jaipur,B.Sc,Exploration Geologist,RUNGTA MINES LIMITED,"Surveying, Mining Engineering",Bangalore,BBA
"Testing, Welding, Naval Architecture, Project Management, Network Engineering, 5G Technology",Jaipur,B.Sc,Data Analyst,INTEL TECHNOLOGY INDIA PRIVATE LIMITED,"Java, Data Analysis, SQL, Machine Learning",Bangalore,M.Sc
"Testing, Welding, Naval Architecture, Project Management, Network Engineering, 5G Technology",Jaipur,B.Sc,Construction Manager,MSPL LIMITED,"Construction Management, Project Management, Safety Management, Civil Engineering",Pune,Diploma
"Testing, Welding, Naval Architecture, Project Management, Network Engineering, 5G Technology",Jaipur,B.Sc,RF Engineer,BHARTI TELEMEDIA LIMITED,"5G Technology, Network Engineering, IoT",Jaipur,B.Tech
"Testing, Welding, Naval Architecture, Project Management, Network Engineering, 5G Technology",Jaipur,B.Sc,Mineral Processing Engineer,MAHANADI COALFIELDS LIMITED,"Safety Management, Mineral Processing, Environmental Compliance",Ahmedabad,BA
"Production, Social Media, Retail Operations, Visual Merchandising, Freight Management, Supply Chain Management, Transportation, Warehouse Operations",Kolkata,B.Sc,DevOps Engineer,BARCLAYS GLOBAL SERVICE CENTRE PRIVATE LIMITED,"Machine Learning, JavaScript, Cloud Computing, Python",Lucknow,Diploma
"Production, Social Media, Retail Operations, Visual Merchandising, Freight Management, Supply Chain Management, Transportation, Warehouse Operations",Kolkata,B.Sc,IT Support,EBIXCASH LIMITED,"Data Analysis, DevOps, JavaScript",Pune,PhD
"Production, Social Media, Retail Operations, Visual Merchandising, Freight Management, Supply Chain Management, Transportation, Warehouse Operations",Kolkata,B.Sc,Surveyor,D P F TEXTILES PRIVATE LIMITED,"Structural Design, Project Management, Safety Management",Bangalore,B.Sc
"Production, Social Media, Retail Operations, Visual Merchandising, Freight Management, Supply Chain Management, Transportation, Warehouse Operations",Kolkata,B.Sc,Exploration Geologist,HINDALCO INDUSTRIES LIMITED,"Safety Management, Exploration, Environmental Compliance, Surveying",Hyderabad,MBA
"Production, Social Media, Retail Operations, Visual Merchandising, Freight Management, Supply Chain Management, Transportation, Warehouse Operations",Kolkata,B.Sc,Machine Learning Engineer,INDIAN RAILWAY FINANCE CORPORATION LIMITED,"Cybersecurity, JavaScript, Python, SQL",Bangalore,B.Sc
"Production, Social Media, Retail Operations, Visual Merchandising, Freight Management, Supply Chain Management, Transportation, Warehouse Operations",Kolkata,B.Sc,Construction Manager,MODERN ROAD MAKERS P LTD,"Construction Management, Quality Control, Surveying",Chennai,Diploma
"Production, Social Media, Retail Operations, Visual Merchandising, Freight Management, Supply Chain Management, Transportation, Warehouse Operations",Kolkata,B.Sc,DevOps Engineer,DELOITTE CONSULTING INDIA PRIVATE LIMITED,"Java, Python, JavaScript, Machine Learning",Mumbai,B.Com
"Production, Social Media, Retail Operations, Visual Merchandising, Freight Management, Supply Chain Management, Transportation, Warehouse Operations",Kolkata,B.Sc,Thermal Engineer,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,"Transmission, Electrical Engineering",Mumbai,Diploma
"Production, Social Media, Retail Operations, Visual Merchandising, Freight Management, Supply Chain Management, Transportation, Warehouse Operations",Kolkata,B.Sc,Ore Processing Technician,STEEL AUTHORITY OF INDIA LIMITED,"Surveying, Exploration",Lucknow,M.Sc
"Production, Social Media, Retail Operations, Visual Merchandising, Freight Management, Supply Chain Management, Transportation, Warehouse Operations",Kolkata,B.Sc,Machine Learning Engineer,PIRAMAL CAPITAL & HOUSING FINANCE LIMITED,"React, SQL",Bangalore,BCA
"Paint Technology, Research, Sales, Supply Chain Management, Distribution",Pune,M.Sc,Brand Manager,SUN PHARMACEUTICAL INDUSTRIES LIMITED,"Brand Management, Consumer Insights, Product Development",Lucknow,M.Sc
"Paint Technology, Research, Sales, Supply Chain Management, Distribution",Pune,M.Sc,Financial Analyst,SBI LIFE INSURANCE COMPANY LIMITED,"Risk Management, Auditing",Remote,PhD
"Paint Technology, Research, Sales, Supply Chain Management, Distribution",Pune,M.Sc,Distribution Executive,EVEREST FOOD PRODUCTS PRIVATE LIMITED,"Marketing, Product Development, Distribution, Consumer Insights",Jaipur,MBA
"Paint Technology, Research, Sales, Supply Chain Management, Distribution",Pune,M.Sc,Software Developer,BOSCH GLOBAL SOFTWARE TECHNOLOGIES PRIVATE LIMITED,"SQL, Java, Cybersecurity, React",Kolkata,BA
"Paint Technology, Research, Sales, Supply Chain Management, Distribution",Pune,M.Sc,Surveyor,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LIMITED,"Safety Management, Surveying, Construction Management",Pune,BA
"Paint Technology, Research, Sales, Supply Chain Management, Distribution",Pune,M.Sc,Supply Chain Analyst,UNITED SPIRITS LIMITED,"Consumer Insights, Brand Management",Jaipur,B.Tech
"Paint Technology, Research, Sales, Supply Chain Management, Distribution",Pune,M.Sc,QA Engineer,KOTAK SECURITIES LIMITED,"Java, SQL, Cybersecurity, Python",Mumbai,B.Tech
"Paint Technology, Research, Sales, Supply Chain Management, Distribution",Pune,M.Sc,IT Support,KIRAN GEMS PRIVATE LIMITED,"DevOps, Data Analysis, Cloud Computing, Java",Jaipur,BA
"Paint Technology, Research, Sales, Supply Chain Management, Distribution",Pune,M.Sc,Thermal Engineer,ARAVALI POWER COMPANY PRIVATE LIMITED,"Energy Efficiency, Thermal Power, Grid Management",Jaipur,BCA
"Paint Technology, Research, Sales, Supply Chain Management, Distribution",Pune,M.Sc,Surveyor,ASHOKA BUILDCON LIMITED,"Safety Management, Surveying",Mumbai,B.Com
"Hygiene Standards, Quality Control, Electrical Engineering, Grid Management, Maintenance, Distribution, Transportation, Logistics Planning",Jaipur,MBA,QA Engineer,BARCLAYS GLOBAL SERVICE CENTRE PRIVATE LIMITED,"React, DevOps, Cybersecurity",Chennai,B.Com
